campaign    region  slot_type   slot_template
wh3_main_chaos  wh3_main_chaos_region_krudenwald	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_the_gallows_tree	primary	wh3_dlc20_special_the_gallows_tree_major_primary
wh3_main_chaos	wh3_main_chaos_region_dharko_wharf	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_black_fortress	primary	wh3_dlc23_special_black_fortress_primary
wh3_main_combi	wh3_main_combi_region_hanyu_port	secondary	wh3_cp1_human_major_secondary_hanyu_port
wh3_main_prologue	wh3_prologue_region_icecaid_pass_claw_reach	secondary	wh3_main_prologue_minor_secondary
wh3_main_combi	wh3_main_combi_region_mistnar	primary	wh3_dlc27_human_minor_primary_port
wh3_main_chaos	wh3_main_chaos_region_the_twisted_towers	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_rasetra	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_naglfari_plain	secondary	wh_main_norsca_minor_secondary_marble
wh3_main_combi	wh3_main_combi_region_martek	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_nan_gau	primary	wh3_main_special_nan_gau_major_primary
wh3_main_combi	wh3_main_combi_region_norden	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_the_moon_shard	secondary	wh_main_human_minor_secondary_timber
wh3_main_chaos	wh3_main_chaos_region_nan_gau	secondary	wh3_main_special_nan_gau_secondary_pottery
wh3_main_combi	wh3_main_combi_region_temple_of_heimkel	secondary	wh_main_human_minor_secondary_iron
wh3_main_combi	wh3_main_combi_region_chupayotl	primary	wh3_dlc27_human_minor_primary_port
wh3_main_chaos	wh3_main_chaos_region_salzenmund	secondary	wh2_main_special_salzenmund_secondary
wh3_main_combi	wh3_main_combi_region_port_reaver	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_caverns_of_sotek	secondary	wh2_main_human_minor_secondary_animals
wh3_main_combi	wh3_main_combi_region_bay_of_blades	secondary	wh_main_special_bay_of_blades_secondary
wh3_main_combi	wh3_main_combi_region_xlanhuapec	primary	wh2_main_special_xlanhuapec_primary
wh3_main_combi	wh3_main_combi_region_salzenmund	primary	wh2_main_special_salzenmund_primary
wh3_main_combi	wh3_main_combi_region_haichai	primary	wh3_dlc27_human_major_primary_port
wh3_main_chaos	wh3_main_chaos_region_gorger_rock	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_ming_zhu	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_dok_karaz	primary	wh3_main_special_dok_karaz_primary
wh3_main_chaos	wh3_main_chaos_region_bay_of_blades	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_granite_massif	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_mousillon	secondary	wh2_main_special_mousillon_secondary
wh3_main_combi	wh3_main_combi_region_kauark	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_shi_long	secondary	wh3_dlc27_special_secondary_shi_long
wh3_main_combi	wh3_main_combi_region_monument_of_the_moon	primary	wh3_dlc27_special_monument_of_the_moon_primary
wh3_main_chaos	wh3_main_chaos_region_the_tower_of_khrakk	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_wei_jin	primary	wh3_main_special_wei_jin_major_primary
wh3_main_combi	wh3_main_combi_region_fort_ostrosk	secondary	wh_main_human_major_secondary
wh3_main_combi	wh3_main_combi_region_the_falls_of_doom	primary	wh3_cp1_human_minor_primary_falls_of_doom
wh3_main_combi	wh3_main_combi_region_black_rock	secondary	wh3_dlc20_special_black_rock_secondary_obsidian
wh3_main_combi	wh3_main_combi_region_gisoreux	secondary	wh3_dlc27_special_secondary_gisoreux
wh3_main_combi	wh3_main_combi_region_tor_elasor	port	wh_main_port
wh3_main_chaos	wh3_main_chaos_region_altdorf	primary	wh_main_special_altdorf_primary
wh3_main_combi	wh3_main_combi_region_tor_anroc	primary	wh2_main_special_tor_anroc_primary
wh3_main_chaos	wh3_main_chaos_region_red_fortress	secondary	wh3_main_special_red_fortress_secondary_ivory
wh3_main_combi	wh3_main_combi_region_nagrar	port	wh_main_port
wh3_main_combi	wh3_main_combi_region_valley_of_horns	secondary	wh3_cp1_human_minor_secondary_valley_of_horns
wh3_main_chaos	wh3_main_chaos_region_the_forest_of_decay	secondary	wh2_main_human_minor_secondary_medicine
wh3_main_combi	wh3_main_combi_region_forest_of_gloom	secondary	wh2_dlc16_forest_of_gloom_secondary
wh3_main_combi	wh3_main_combi_region_essen	primary	wh_main_human_minor_primary
wh3_main_chaos	wh3_main_chaos_region_rosche	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_fort_soll	primary	wh2_main_special_empire_fort_primary
wh3_main_chaos	wh3_main_chaos_region_brass_keep	primary	wh3_dlc20_chaos_dark_fortress_primary
wh3_main_combi	wh3_main_combi_region_zoishenk	primary	wh2_main_special_zoishenk_primary
wh3_main_combi	wh3_main_combi_region_languille	secondary	wh3_dlc27_special_languille_secondary
wh3_main_chaos	wh3_main_chaos_region_osterwald	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_the_black_forests	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_bloodwind_keep	secondary	wh3_main_combi_special_bloodwind_keep_secondary
wh3_main_chaos	wh3_main_chaos_region_vale_of_titans	secondary	wh_main_human_minor_secondary
wh3_main_chaos	wh3_main_chaos_region_the_twisted_towers	secondary	wh3_main_special_the_twisted_towers_secondary
wh3_main_combi	wh3_main_combi_region_fort_ostrosk	primary	wh_main_human_major_primary
wh3_main_chaos	wh3_main_chaos_region_grissenwald	primary	wh_main_human_minor_primary
wh3_main_combi	wh3_main_combi_region_port_of_secrets	secondary	wh_main_human_minor_secondary
wh3_main_combi	wh3_main_combi_region_flayed_rock	secondary	wh3_dlc23_special_flayed_rock_major_secondary
